prob,like
0.931,1.806027138843432e-18
0.932,1.2637771598002317e-18
0.933,8.793545219273626e-19
0.934,6.083189383332737e-19
0.935,4.183075597794966e-19
0.936,2.858753829583811e-19
0.937,1.9412895053826665e-19
0.9380000000000001,1.3096285833824583e-19
0.9390000000000001,8.775214885669907e-20
0.9400000000000001,5.838779141585647e-20
0.9410000000000001,3.8569055786464816e-20
0.9420000000000001,2.5287238437026814e-20
0.9430000000000001,1.64511554943625e-20
0.9440000000000001,1.0617082565544057e-20
0.9450000000000001,6.79520429047655e-21
0.9460000000000001,4.3117764101237375e-21
0.9470000000000001,2.7116072162553362e-21
0.9480000000000001,1.6895328135550208e-21
0.9490000000000001,1.0426046362971943e-21
0.9500000000000001,6.369721379681999e-22
0.9510000000000001,3.8511776162698655e-22
0.9520000000000001,2.3033116283616875e-22
0.9530000000000001,1.3620712685532683e-22
0.9540000000000001,7.960202296611523e-23
0.9550000000000001,4.595161438355284e-23
0.9560000000000001,2.61872526815976e-23
0.9570000000000001,1.4724316725067903e-23
0.9580000000000001,8.16322662296809e-24
0.9590000000000001,4.459391868622165e-24
0.96,2.3986135386733294e-24
0.961,1.2693328979902538e-24
0.962,6.603202822128125e-25
0.963,3.373661209798985e-25
0.964,1.6911703046230885e-25
0.965,8.308972960005832e-26
0.966,3.9964658857472905e-26
0.967,1.8794163681663185e-26
0.968,8.629518261231874e-27
0.969,3.862851119611877e-27
0.97,1.682920708971622e-27
0.971,7.122892431333726e-28
0.972,2.922839653340975e-28
0.973,1.1601980363505652e-28
0.974,4.4437513908794557e-29
0.975,1.637727974723984e-29
0.976,5.7895267890033234e-30
0.977,1.9562041993604274e-30
0.978,6.292312225304527e-31
0.979,1.917974387181616e-31
0.98,5.511021294303424e-32
0.981,1.483704425471193e-32
0.982,3.7164730556636716e-33
0.983,8.590143969954593e-34
0.984,1.814350665800991e-34
0.985,3.4612915984071333e-35
0.986,5.880967152630292e-36
0.987,8.747661684249155e-37
0.988,1.1150975096173472e-37
0.989,1.185868545969326e-38
0.99,1.0163509533149124e-39
0.991,6.707436995384895e-41
0.992,3.204714824488168e-42
0.993,1.0166884061467623e-43
0.994,1.8869100370611362e-45
0.995,1.6834856573233146e-47
0.996,5.196494760562459e-50
0.997,2.9954050633229104e-53
0.998,8.076549638881449e-58
0.999,1.22907918866271e-65
1,0
