prob,like
0.187,2.949392251971564e-5
0.188,3.195039319382632e-5
0.189,3.4589533866759526e-5
0.19,3.742318298717194e-5
0.191,4.046382059207319e-5
0.192,4.3724594971888994e-5
0.193,4.7219349974671506e-5
0.194,5.096265293910731e-5
0.195,5.496982324425215e-5
0.196,5.9256961462134344e-5
0.197,6.384097909753953e-5
0.198,6.873962889740371e-5
0.199,7.397153571030676e-5
0.2,7.955622787458027e-5
0.201,8.551416911150996e-5
0.202,9.186679089806475e-5
0.203,9.863652529145791e-5
0.20400000000000001,1.0584683817572123e-4
0.20500000000000002,1.1352226289830174e-4
0.20600000000000002,1.2168843426248276e-4
0.20700000000000002,1.3037212283921543e-4
0.20800000000000002,1.3960126955969007e-4
0.209,1.4940502054774224e-4
0.21,1.5981376214889008e-4
0.211,1.7085915611052396e-4
0.212,1.825741748655153e-4
0.213,1.9499313686917885e-4
0.214,2.0815174193732365e-4
0.215,2.2208710653076814e-4
0.216,2.3683779892958443e-4
0.217,2.5244387423796634e-4
0.218,2.689469091585643e-4
0.219,2.8639003647287103e-4
0.22,3.048179791621961e-4
0.221,3.242770841016348e-4
0.222,3.4481535525748066e-4
0.223,3.664824863165473e-4
0.224,3.893298926738968e-4
0.225,4.1341074270380553e-4
0.226,4.387799882368723e-4
0.227,4.654943941646307e-4
0.228,4.936125670913675e-4
0.229,5.23194982951423e-4
0.23,5.543040135088233e-4
0.231,5.87003951654804e-4
0.232,6.213610354176976e-4
0.233,6.574434705984725e-4
0.234,6.95321451944443e-4
0.23500000000000001,7.350671827726955e-4
0.23600000000000002,7.767548929543383e-4
0.23700000000000002,8.204608551699043e-4
0.23800000000000002,8.662633993460773e-4
0.23900000000000002,9.142429251836153e-4
0.24,9.644819126861297e-4
0.241,0.001017064930599812
0.242,0.0010720786426740348
0.243,0.0011296118116535542
0.244,0.0011897553009133912
0.245,0.0012526020736483077
0.246,0.0013182471895298363
0.247,0.0013867877987448274
0.248,0.0014583231333308902
0.249,0.0015329544957255203
0.25,0.001610785244447634
0.251,0.00169192077683165
0.252,0.001776468508737069
0.253,0.0018645378511579116
0.254,0.00195624018365971
0.255,0.0020516888245736505
0.256,0.0021509989978810897
0.257,0.0022542877967238885
0.258,0.002361674143480123
0.259,0.002473278746347456
0.26,0.0025892240523805615
0.261,0.0027096341969326874
0.262,0.0028346349494552873
0.263,0.0029643536556141666
0.264,0.003098919175684696
0.265,0.0032384618191933353
0.266,0.0033831132757774084
0.267,0.0035330065422399535
0.268,0.003688275845781656
0.269,0.003849056563396675
0.27,0.004015485137425246
0.271,0.004187698987260573
0.272,0.0043658364172141665
0.273,0.004550036520548465
0.274,0.004740439079692405
0.275,0.004937184462661298
0.276,0.0051404135157078895
0.277,0.005350267452239178
0.278,0.005566887738037856
0.279,0.005790415972835606
0.28,0.006020993768290601
0.281,0.006258762622428225
0.28200000000000003,0.006503863790611925
0.28300000000000003,0.006756438153114908
0.28400000000000003,0.007016626079373801
0.28500000000000003,0.007284567289008176
0.28600000000000003,0.007560400709699237
0.28700000000000003,0.007844264332026878
0.28800000000000003,0.008136295061369793
0.289,0.008436628566981736
0.29,0.008745399128362226
0.291,0.00906273947904705
0.292,0.009388780647950347
0.293,0.009723651798396045
0.294,0.010067480064983368
0.295,0.010420390388435785
0.296,0.010782505348592129
0.297,0.011153944995699024
0.298,0.011534826680175827
0.299,0.011925264881023957
0.3,0.012325371033060415
0.301,0.012735253353160173
0.302,0.013155016665696495
0.303,0.013584762227374456
0.304,0.014024587551655383
0.305,0.014474586232977479
0.306,0.014934847770979129
0.307,0.015405457394937492
0.308,0.015886495888636765
0.309,0.016378039415886406
0.31,0.016880159346910777
0.311,0.017392922085833838
0.312,0.017916388899490196
0.313,0.018450615747787363
0.314,0.01899565311585521
0.315,0.01955154584821436
0.316,0.02011833298519843
0.317,0.02069604760186597
0.318,0.02128471664963943
0.319,0.021884360800907134
0.32,0.022494994296825326
0.321,0.02311662479855735
0.322,0.02374925324218519
0.323,0.024392873697526747
0.324,0.025047473231096247
0.325,0.025713031773433887
0.326,0.026389521991037234
0.327,0.02707690916312046
0.328,0.027775151063424344
0.329,0.028484197847298633
0.33,0.02920399194427244
0.331,0.02993446795632569
0.332,0.03067555256207151
0.333,0.03142716442704988
0.334,0.03218921412033434
0.335,0.03296160403764372
0.336,0.033744228331144814
0.337,0.034536972846129256
0.338,0.035339715064737424
0.339,0.03615232405689883
0.34,0.03697466043864771
0.341,0.03780657633796833
0.342,0.03864791536831602
0.343,0.039498512609949056
0.34400000000000003,0.04035819459920407
0.34500000000000003,0.04122677932583003
0.34600000000000003,0.04210407623849987
0.34700000000000003,0.04298988625859339
0.34800000000000003,0.043884001802353176
0.34900000000000003,0.04478620681148973
0.35000000000000003,0.04569627679231439
0.35100000000000003,0.04661397886346141
0.352,0.04753907181225321
0.353,0.04847130615974985
0.354,0.04941042423452023
0.355,0.05035616025515116
0.356,0.05130824042150771
0.357,0.05226638301474577
0.358,0.05323029850606353
0.359,0.05419968967417222
0.36,0.05517425173145007
0.361,0.05615367245873795
0.362,0.05713763234871695
0.363,0.05812580475780625
0.364,0.059117856066496596
0.365,0.06011344584803393
0.366,0.06111222704535343
0.367,0.06211384615614561
0.368,0.06311794342593881
0.369,0.06412415304905918
0.37,0.06513210337732481
0.371,0.06614141713631796
0.372,0.06715171164906897
0.373,0.06816259906697496
0.374,0.06917368660776559
0.375,0.0701845768003195
0.376,0.07119486773612366
0.377,0.07220415332715809
0.378,0.07321202356998091
0.379,0.07421806481577711
0.38,0.07522186004612691
0.381,0.07622298915424043
0.382,0.07722102923139759
0.383,0.07821555485832316
0.384,0.07920613840122048
0.385,0.0801923503121783
0.386,0.08117375943366052
0.387,0.08214993330677886
0.388,0.08312043848304546
0.389,0.08408484083929431
0.39,0.08504270589545554
0.391,0.0859935991348617
0.392,0.08693708632676024
0.393,0.08787273385070252
0.394,0.08880010902247455
0.395,0.08971878042123367
0.396,0.09062831821750983
0.397,0.09152829450172918
0.398,0.09241828361291529
0.399,0.09329786246722153
0.4,0.09416661088594658
0.401,0.09502411192268612
0.402,0.09586995218927061
0.403,0.0967037221801425
0.404,0.09752501659482408
0.405,0.09833343465813091
0.406,0.0991285804377846
0.40700000000000003,0.09991006315908398
0.40800000000000003,0.10067749751629343
0.40900000000000003,0.10143050398041231
0.41000000000000003,0.10216870910299061
0.41100000000000003,0.10289174581566284
0.41200000000000003,0.1035992537250737
0.41300000000000003,0.1042908794028754
0.41400000000000003,0.10496627667048158
0.41500000000000004,0.10562510687826823
0.41600000000000004,0.10626703917891749
0.417,0.10689175079460826
0.418,0.1074989272777628
0.419,0.10808826276506638
0.42,0.1086594602244848
0.421,0.10921223169501319
0.422,0.10974629851889525
0.423,0.11026139156606535
0.424,0.11075725145056961
0.425,0.11123362873873628
0.426,0.11169028414887161
0.427,0.11212698874226938
0.428,0.11254352410533258
0.429,0.11293968252261476
0.43,0.11331526714059988
0.431,0.11367009212205217
0.432,0.11400398279077502
0.433,0.11431677576663278
0.434,0.1146083190906988
0.435,0.11487847234040584
0.436,0.11512710673458507
0.437,0.11535410522829492
0.438,0.11555936259734931
0.439,0.11574278551246994
0.44,0.11590429260299806
0.441,0.11604381451011408
0.442,0.11616129392952466
0.443,0.11625668564359097
0.444,0.11632995654288232
0.445,0.11638108563715314
0.446,0.11641006405575263
0.447,0.1164168950374892
0.448,0.11640159390998332
0.449,0.11636418805855625
0.45,0.11630471688471096
0.451,0.11622323175427736
0.452,0.11611979593530196
0.453,0.11599448452577656
0.454,0.11584738437131037
0.455,0.1156785939728619
0.456,0.11548822338465761
0.457,0.11527639410243558
0.458,0.11504323894216306
0.459,0.11478890190938655
0.46,0.1145135380593842
0.461,0.11421731334829888
0.462,0.11390040447544207
0.463,0.11356299871696449
0.464,0.11320529375110269
0.465,0.11282749747521557
0.466,0.1124298278148365
0.467,0.11201251252497155
0.468,0.11157578898388547
0.46900000000000003,0.11111990397962068
0.47000000000000003,0.11064511348950548
0.47100000000000003,0.11015168245291057
0.47200000000000003,0.10963988453752226
0.47300000000000003,0.10911000189940427
0.47400000000000003,0.10856232493712734
0.47500000000000003,0.10799715204024961
0.47600000000000003,0.10741478933243662
0.47700000000000004,0.10681555040951224
0.47800000000000004,0.10619975607273902
0.47900000000000004,0.10556773405762489
0.48,0.10491981875856285
0.481,0.10425635094960495
0.482,0.10357767750168331
0.483,0.10288415109658343
0.484,0.10217612993798432
0.485,0.10145397745987543
0.486,0.10071806203266497
0.487,0.09996875666729166
0.488,0.09920643871765274
0.489,0.09843148958166154
0.49,0.09764429440124482
0.491,0.09684524176159096
0.492,0.09603472338995607
0.493,0.09521313385433552
0.494,0.09438087026230355
0.495,0.09353833196032198
0.496,0.09268592023381575
0.497,0.09182403800830945
0.498,0.09095308955191424
0.499,0.09007348017945241
0.5,0.08918561595849893
0.501,0.08828990341761843
0.502,0.0873867492570672
0.503,0.0864765600622272
0.504,0.08555974202003139
0.505,0.08463670063863397
0.506,0.08370784047057504
0.507,0.08277356483967803
0.508,0.08183427557191651
0.509,0.08089037273047658
0.51,0.07994225435523547
0.511,0.07899031620686783
0.512,0.078034951515787
0.513,0.07707655073611581
0.514,0.07611550130487804
0.515,0.07515218740659092
0.516,0.07418698974343171
0.517,0.073220285311143
0.518,0.07225244718083192
0.519,0.0712838442868126
0.52,0.07031484122062816
0.521,0.06934579803138402
0.522,0.06837707003251307
0.523,0.06740900761508506
0.524,0.06644195606776342
0.525,0.06547625540350498
0.526,0.0645122401930868
0.527,0.06355023940553789
0.528,0.06259057625554329
0.529,0.06163356805787931
0.53,0.06067952608892996
0.531,0.059728755455326646
0.532,0.05878155496974273
0.533,0.05783821703386758
0.534,0.0568990275285754
0.535,0.05596426571129576
0.536,0.055034204120584775
0.537,0.054109108487886755
0.538,0.053189237656469684
0.539,0.052274843507507614
0.54,0.05136617089327781
0.541,0.05046345757743053
0.542,0.049566934182283806
0.543,0.04867682414308623
0.544,0.04779334366918621
0.545,0.046916701712036324
0.546,0.046047099939956655
0.547,0.04518473271957415
0.548,0.04432978710384778
0.549,0.04348244282658371
0.55,0.04264287230334061
0.551,0.04181124063861337
0.552,0.040987705639189
0.553,0.04017241783355057
0.554,0.039365520497207936
0.555,0.03856714968383115
0.556,0.037777434262048534
0.557,0.03699649595777619
0.558,0.03622444940193772
0.559,0.035461402183431474
0.56,0.03470745490719157
0.561,0.0339627012572009
0.562,0.033227228064292534
0.5630000000000001,0.03250111537858899
0.5640000000000001,0.031784436546416175
0.5650000000000001,0.031077258291533866
0.5660000000000001,0.030379640800514297
0.5670000000000001,0.02969163781210786
0.5680000000000001,0.0290132967104256
0.5690000000000001,0.028344658621771483
0.5700000000000001,0.02768575851495514
0.5710000000000001,0.027036625304915088
0.5720000000000001,0.026397281959479962
0.5730000000000001,0.025767745609098582
0.5740000000000001,0.025148027659366516
0.5750000000000001,0.02453813390617869
0.5760000000000001,0.02393806465333602
0.577,0.02334781483243749
0.578,0.022767374124886466
0.579,0.022196727085843665
0.58,0.02163585326995965
0.581,0.02108472735871962
0.582,0.020543319289236944
0.583,0.020011594384332147
0.584,0.01948951348373739
0.585,0.01897703307626528
0.586,0.018474105432789156
0.587,0.017980678739876823
0.588,0.017496697233928285
0.589,0.017022101335668702
0.59,0.016556827784848623
0.591,0.016100809775010123
0.592,0.015653977088177923
0.593,0.015216256229339142
0.594,0.014787570560576616
0.595,0.014367840434727988
0.596,0.013956983328441735
0.597,0.01355491397450823
0.598,0.013161544493346042
0.599,0.012776784523528035
0.6,0.012400541351235837
0.601,0.012032720038532603
0.602,0.01167322355035408
0.603,0.011321952880113903
0.604,0.01097880717382926
0.605,0.010643683852674765
0.606,0.010316478733876547
0.607,0.009997086149862217
0.608,0.009685399065588428
0.609,0.009381309193968632
0.61,0.00908470710933183
0.611,0.00879548235884324
0.612,0.008513523571824513
0.613,0.008238718566914677
0.614,0.007970954457016208
0.615,0.007710117751975785
0.616,0.007456094458952483
0.617,0.007208770180430887
0.618,0.006968030209839345
0.619,0.006733759624739523
0.62,0.006505843377554391
0.621,0.006284166383808408
0.622,0.006068613607855398
0.623,0.0058590701460746325
0.624,0.005655421307517441
0.625,0.00545755269199285
0.626,0.005265350265581358
0.627,0.00507870043357124
0.628,0.004897490110814312
0.629,0.004721606789501277
0.63,0.004550938604360473
0.631,0.004385374395285686
0.632,0.00422480376740275
0.633,0.00406911714858749
0.634,0.0039182058444487715
0.635,0.0037719620907955323
0.636,0.0036302791036068177
0.637,0.0034930511265279587
0.638,0.003360173475917817
0.639,0.003231542583473539
0.64,0.003107056036463151
0.641,0.0029866126155966
0.642,0.002870112330568618
0.643,0.0027574564533089313
0.644,0.0026485475489762653
0.645,0.0025432895047348687
0.646,0.0024415875563536466
0.647,0.002343348312669284
0.648,0.0022484797779561976
0.649,0.00215689137224765
0.65,0.002068493949652776
0.651,0.001983199814716312
0.652,0.001900922736867839
0.653,0.0018215779630087966
0.654,0.0017450822282860862
0.655,0.0016713537651017673
0.656,0.0016003123104088302
0.657,0.0015318791113438132
0.658,0.0014659769292470943
0.659,0.0014025300421221343
0.66,0.001341464245585502
0.661,0.0012827068523589675
0.662,0.0012261866903558922
0.663,0.0011718340994134116
0.664,0.001119580926722262
0.665,0.0010693605210059353
0.666,0.0010211077255004657
0.667,9.74758869785994e-4
0.668,9.302517605210175e-4
0.669,8.875256711296218e-4
0.67,8.465213304917323e-4
0.671,8.071809106858222e-4
0.672,7.694480138330517e-4
0.673,7.332676580909835e-4
0.674,6.985862628446903e-4
0.675,6.653516331420611e-4
0.676,6.335129434196329e-4
0.677,6.030207205641765e-4
0.678,5.738268263548607e-4
0.679,5.458844393295108e-4
0.68,5.191480361179821e-4
0.681,4.935733722844926e-4
0.682,4.69117462719904e-4
0.683,4.457385616240383e-4
0.684,4.2339614211693637e-4
0.685,4.020508755172254e-4
0.686,3.816646103244296e-4
0.687,0.00036220035094129043
0.6880000000000001,3.4362223617085666e-4
0.6890000000000001,3.2589551752228017e-4
0.6900000000000001,3.089865373579329e-4
0.6910000000000001,2.9286270691357424e-4
0.6920000000000001,2.774924842220724e-4
0.6930000000000001,2.6284535197016395e-4
0.6940000000000001,2.488917953166154e-4
0.6950000000000001,2.3560327969903347e-4
0.6960000000000001,2.2295222865554177e-4
0.6970000000000001,2.1091200168636348e-4
0.6980000000000001,1.9945687217937054e-4
0.6990000000000001,1.885620054224798e-4
0.7000000000000001,1.7820343672479678e-4
0.7010000000000001,1.6835804966729473e-4
0.7020000000000001,1.5900355450279387e-4
0.7030000000000001,1.5011846672397672e-4
0.704,1.4168208581714556e-4
0.705,1.3367447421842052e-4
0.706,1.260764364881138e-4
0.707,1.1886949871801003e-4
0.708,1.1203588818536158e-4
0.709,1.0555851326644669e-4
0.71,9.942094362165657e-5
0.711,9.360739066313463e-5
0.712,8.810268831518651e-5
0.713,8.28922740767515e-5
0.714,7.796217039446398e-5
0.715,7.329896635397986e-5
0.716,6.888979969649216e-5
0.717,6.472233916657202e-5
0.718,6.0784767196764545e-5
0.719,5.7065762933626075e-5
0.72,5.3554485609229026e-5
0.721,5.0240558261480304e-5
0.722,4.7114051805960614e-5
0.723,4.416546946138743e-5
0.724,4.1385731530203245e-5
0.725,3.876616053523191e-5
0.726,3.629846671279791e-5
0.727,3.3974733862193125e-5
0.728,3.178740555087582e-5
0.729,2.9729271674323608e-5
0.73,2.7793455369004626e-5
0.731,2.5973400276525016e-5
0.732,2.4262858156593864e-5
0.733,2.2655876846083168e-5
0.734,2.1146788561095125e-5
0.735,1.9730198538624694e-5
0.736,1.8400974014083476e-5
0.737,1.715423353067361e-5
0.738,1.5985336576317222e-5
0.739,1.4889873543603352e-5
0.74,1.3863656007985448e-5
0.741,1.2902707319246535e-5
0.742,1.2003253501057184e-5
0.743,1.1161714453279955e-5
0.744,1.0374695451512609e-5
0.745,9.63897893822282e-6
0.746,8.951516599704113e-6
0.747,8.30942172297195e-6
0.748,7.709961826628409e-6
0.749,7.150551559641437e-6
0.75,6.62874586192438e-6
0.751,6.142233380545355e-6
0.752,5.688830135361724e-6
0.753,5.266473427846536e-6
0.754,4.873215986859427e-6
0.755,4.507220345112843e-6
0.756,4.1667534400893105e-6
0.757,3.850181433185214e-6
0.758,3.5559647408818366e-6
0.759,3.2826532717808987e-6
0.76,3.0288818633856616e-6
0.761,2.793365912561297e-6
0.762,2.574897193667092e-6
0.763,2.372339858419694e-6
0.764,2.184626611619639e-6
0.765,2.0107550569513903e-6
0.766,1.8497842071518932e-6
0.767,1.7008311529312498e-6
0.768,1.5630678851229995e-6
0.769,1.435718264639237e-6
0.77,1.31805513490724e-6
0.771,1.2093975715689222e-6
0.772,1.1091082643324835e-6
0.773,1.0165910259756152e-6
0.774,9.31288423612045e-7
0.775,8.526795274479809e-7
0.776,7.802777723703563e-7
0.777,7.136289278261356e-7
0.778,6.523091715700265e-7
0.779,5.959232629764586e-7
0.78,5.441028117307062e-7
0.781,4.965046378334352e-7
0.782,4.5280921897157777e-7
0.783,4.127192214275012e-7
0.784,3.7595811081634215e-7
0.785,3.4226883905869846e-7
0.786,3.114126041124654e-7
0.787,2.8316767910259693e-7
0.788,2.573283076018197e-7
0.789,2.3370366192767191e-7
0.79,2.1211686143229506e-7
0.791,1.9240404787068933e-7
0.792,1.7441351504050387e-7
0.793,1.5800488999205162e-7
0.794,1.4304836321070312e-7
0.795,1.2942396527521007e-7
0.796,1.1702088759480072e-7
0.797,1.0573684492483334e-7
0.798,9.547747745555166e-8
0.799,8.6155790360828e-8
0.8,7.769162878376876e-8
0.801,7.001118632366624e-8
0.802,6.304654517389527e-8
0.803,5.6735246143071293e-8
0.804,5.1019886872025197e-8
0.805,4.584774663691429e-8
0.806,4.117043620411504e-8
0.807,3.694357127539299e-8
0.808,3.312646813228046e-8
0.809,2.968186015656913e-8
0.81,2.65756339694467e-8
0.811,2.377658399500644e-8
0.812,2.1256184314759704e-8
0.8130000000000001,1.8988376738334266e-8
0.8140000000000001,1.6949374071847295e-8
0.8150000000000001,1.511747761950646e-8
0.8160000000000001,1.347290800585607e-8
0.8170000000000001,1.1997648455825839e-8
0.8180000000000001,1.0675299717355271e-8
0.8190000000000001,9.490945856951049e-9
0.8200000000000001,8.431030202110349e-9
0.8210000000000001,7.48324074616898e-9
0.8220000000000001,6.636404370869447e-9
0.8230000000000001,5.880389279827516e-9
0.8240000000000001,5.20601507218258e-9
0.8250000000000001,4.6049699200808095e-9
0.8260000000000001,4.069734346327801e-9
0.8270000000000001,3.593511129614405e-9
0.8280000000000001,3.170160894213722e-9
0.8290000000000001,2.7941429690306922e-9
0.8300000000000001,2.4604611274084926e-9
0.8310000000000001,2.1646138442172573e-9
0.8320000000000001,1.9025487305167725e-9
0.833,1.6706208285576993e-9
0.834,1.4655544711096763e-9
0.835,1.284408429138049e-9
0.836,1.1245440907372493e-9
0.837,9.835964320253375e-10
0.838,8.594475574526972e-10
0.839,7.502026027297572e-10
0.84,6.541678083789641e-10
0.841,5.698305858100448e-10
0.842,4.958414108483494e-10
0.843,4.309973918574191e-10
0.844,3.742273710287503e-10
0.845,3.2457842810470315e-10
0.846,2.812036657932392e-10
0.847,2.4335116546253847e-10
0.848,2.1035401040561277e-10
0.849,1.816212820746732e-10
0.85,1.5662994223474963e-10
0.851,1.3491752100875503e-10
0.852,1.160755373115138e-10
0.853,9.97435842282815e-11
0.854,8.560401751153129e-11
0.855,7.337719057539283e-11
0.856,6.281718418535993e-11
0.857,5.3707983496397335e-11
0.858,4.5860059208315626e-11
0.859,3.910731340540361e-11
0.86,3.330435414874041e-11
0.861,2.8324066114138608e-11
0.862,2.4055447535146682e-11
0.863,2.0401686436695793e-11
0.864,1.7278451647663606e-11
0.865,1.4612376375646123e-11
0.866,1.2339714229555699e-11
0.867,1.0405149499353915e-11
0.868,8.760745260494918e-12
0.869,7.365014475952287e-12
0.87,6.18210073262838e-12
0.871,5.181056582470806e-12
0.872,4.335208671901804e-12
0.873,3.621599945788173e-12
0.874,3.020500213016489e-12
0.875,2.514977268108221e-12
0.876,2.090521584934204e-12
0.877,1.7347183416508537e-12
0.878,1.4369612071578126e-12
0.879,1.188202924853008e-12
0.88,9.80738274967016e-13
0.881,8.080154875984299e-13
0.882,6.64472619638473e-13
0.883,5.453958045871913e-13
0.884,4.4679663898584706e-13
0.885,3.653062866506479e-13
0.886,2.980841656100696e-13
0.887,2.427393358500707e-13
0.888,1.9726293161703258e-13
0.889,1.5997018282292082e-13
0.89,1.2945074851479685e-13
0.891,1.0452624366673345e-13
0.892,8.42139807821089e-14
0.893,6.769607182793321e-14
0.894,5.4293145558057865e-14
0.895,4.344203185966929e-14
0.896,3.467684977147069e-14
0.897,2.7613010533798133e-14
0.898,2.1933712578679685e-14
0.899,1.7378562777525032e-14
0.9,1.3734008458774689e-14
0.901,1.0825308516718593e-14
0.902,8.509810099446683e-15
0.903,6.671330554337896e-15
0.904,5.2154731186690455e-15
0.905,4.065729801744824e-15
0.906,3.1602464862047715e-15
0.907,2.4491439001944513e-15
0.908,1.892304151847069e-15
0.909,1.457546303353881e-15
0.91,1.1191262858095807e-15
0.911,8.565065756416068e-16
0.912,6.533496956297892e-16
0.913,4.966969676458416e-16
0.914,3.76300205124493e-16
0.915,2.8407934391208074e-16
0.916,2.1368350413735214e-16
0.917,1.6013676953359177e-16
0.918,1.1955316543616175e-16
0.919,8.890800029429781e-17
0.92,6.585498396790138e-17
0.921,4.8580414948318497e-17
0.922,3.5687294468479956e-17
0.923,2.6103526818241804e-17
0.924,1.900944368048011e-17
0.925,1.3780781536938226e-17
0.926,9.943975500496207e-18
0.927,7.141236112170498e-18
0.928,5.103369574814274e-18
0.929,3.6287050813894555e-18
0.93,2.5668209324991975e-18
